user_id,action_name,negative_type,positive_label,pattern_id,baseline_count,count_7d,count_30d,lift,recent_concentration,reason
user_041,查账单,already_periodic,0,high_freq_negative_periodic_000,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_210,工资转账,already_periodic,0,high_freq_negative_periodic_001,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_181,还信用卡,already_periodic,0,high_freq_negative_periodic_002,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_198,还信用卡,already_periodic,0,high_freq_negative_periodic_003,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_234,购买理财,already_periodic,0,high_freq_negative_periodic_004,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_065,查账单,already_periodic,0,high_freq_negative_periodic_005,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_215,基金定投,already_periodic,0,high_freq_negative_periodic_006,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_004,查账单,already_periodic,0,high_freq_negative_periodic_007,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_197,信用卡账单,already_periodic,0,high_freq_negative_periodic_008,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_224,购买理财,already_periodic,0,high_freq_negative_periodic_009,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_154,给朋友转账,already_periodic,0,high_freq_negative_periodic_010,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_166,查账单,already_periodic,0,high_freq_negative_periodic_011,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_060,查余额,already_periodic,0,high_freq_negative_periodic_012,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_058,查账单,already_periodic,0,high_freq_negative_periodic_013,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_178,信用卡账单,already_periodic,0,high_freq_negative_periodic_014,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_100,查余额,already_periodic,0,high_freq_negative_periodic_015,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_033,信用卡账单,already_periodic,0,high_freq_negative_periodic_016,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_006,给朋友转账,already_periodic,0,high_freq_negative_periodic_017,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_037,基金定投,already_periodic,0,high_freq_negative_periodic_018,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_171,工资转账,already_periodic,0,high_freq_negative_periodic_019,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_142,查账单,already_periodic,0,high_freq_negative_periodic_020,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_078,工资转账,already_periodic,0,high_freq_negative_periodic_021,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_002,给朋友转账,already_periodic,0,high_freq_negative_periodic_022,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_107,购买理财,already_periodic,0,high_freq_negative_periodic_023,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_003,信用卡账单,already_periodic,0,high_freq_negative_periodic_024,,,,,,periodic_task_should_not_repeat_as_high_frequency
user_185,购买旅行保险,low_count_high_lift,0,high_freq_negative_025,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_063,申请贷款试算,low_recent_concentration,0,high_freq_negative_026,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_027,申请贷款试算,long_term_high_frequency,0,high_freq_negative_027,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_094,购买旅行保险,low_count_high_lift,0,high_freq_negative_028,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_177,上传收入证明,low_recent_concentration,0,high_freq_negative_029,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_162,修改转账限额,long_term_high_frequency,0,high_freq_negative_030,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_159,查询汇率牌价,low_count_high_lift,0,high_freq_negative_031,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_155,上传收入证明,low_recent_concentration,0,high_freq_negative_032,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_087,修改转账限额,long_term_high_frequency,0,high_freq_negative_033,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_228,上传收入证明,low_count_high_lift,0,high_freq_negative_034,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_163,查询汇率牌价,low_recent_concentration,0,high_freq_negative_035,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_112,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_036,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_210,购买旅行保险,low_count_high_lift,0,high_freq_negative_037,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_234,开通快捷支付,low_recent_concentration,0,high_freq_negative_038,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_004,开通快捷支付,long_term_high_frequency,0,high_freq_negative_039,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_154,开通快捷支付,low_count_high_lift,0,high_freq_negative_040,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_058,查询汇率牌价,low_recent_concentration,0,high_freq_negative_041,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_033,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_042,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_171,查询汇率牌价,low_count_high_lift,0,high_freq_negative_043,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_002,上传收入证明,low_recent_concentration,0,high_freq_negative_044,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_130,申请贷款试算,long_term_high_frequency,0,high_freq_negative_045,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_233,购买旅行保险,low_count_high_lift,0,high_freq_negative_046,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_167,修改转账限额,low_recent_concentration,0,high_freq_negative_047,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_080,开通快捷支付,long_term_high_frequency,0,high_freq_negative_048,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_014,上传收入证明,low_count_high_lift,0,high_freq_negative_049,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_120,开通快捷支付,low_recent_concentration,0,high_freq_negative_050,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_186,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_051,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_050,修改转账限额,low_count_high_lift,0,high_freq_negative_052,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_022,上传收入证明,low_recent_concentration,0,high_freq_negative_053,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_081,申请贷款试算,long_term_high_frequency,0,high_freq_negative_054,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_184,查询汇率牌价,low_count_high_lift,0,high_freq_negative_055,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_238,上传收入证明,low_recent_concentration,0,high_freq_negative_056,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_123,开通快捷支付,long_term_high_frequency,0,high_freq_negative_057,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_182,开通快捷支付,low_count_high_lift,0,high_freq_negative_058,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_105,开通快捷支付,low_recent_concentration,0,high_freq_negative_059,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_240,申请贷款试算,long_term_high_frequency,0,high_freq_negative_060,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_103,修改转账限额,low_count_high_lift,0,high_freq_negative_061,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_122,开通快捷支付,low_recent_concentration,0,high_freq_negative_062,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_161,修改转账限额,long_term_high_frequency,0,high_freq_negative_063,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_145,申请贷款试算,low_count_high_lift,0,high_freq_negative_064,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_157,修改转账限额,low_recent_concentration,0,high_freq_negative_065,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_059,上传收入证明,long_term_high_frequency,0,high_freq_negative_066,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_020,修改转账限额,low_count_high_lift,0,high_freq_negative_067,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_221,购买旅行保险,low_recent_concentration,0,high_freq_negative_068,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_093,申请贷款试算,long_term_high_frequency,0,high_freq_negative_069,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_104,上传收入证明,low_count_high_lift,0,high_freq_negative_070,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_195,修改转账限额,low_recent_concentration,0,high_freq_negative_071,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_179,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_072,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_034,申请贷款试算,low_count_high_lift,0,high_freq_negative_073,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_010,购买旅行保险,low_recent_concentration,0,high_freq_negative_074,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_193,开通快捷支付,long_term_high_frequency,0,high_freq_negative_075,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_098,购买旅行保险,low_count_high_lift,0,high_freq_negative_076,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_188,申请贷款试算,low_recent_concentration,0,high_freq_negative_077,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_032,开通快捷支付,long_term_high_frequency,0,high_freq_negative_078,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_068,购买旅行保险,low_count_high_lift,0,high_freq_negative_079,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_008,申请贷款试算,low_recent_concentration,0,high_freq_negative_080,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_057,修改转账限额,long_term_high_frequency,0,high_freq_negative_081,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_051,申请贷款试算,low_count_high_lift,0,high_freq_negative_082,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_148,查询汇率牌价,low_recent_concentration,0,high_freq_negative_083,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_165,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_084,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_127,修改转账限额,low_count_high_lift,0,high_freq_negative_085,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_143,开通快捷支付,low_recent_concentration,0,high_freq_negative_086,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_012,申请贷款试算,long_term_high_frequency,0,high_freq_negative_087,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_153,开通快捷支付,low_count_high_lift,0,high_freq_negative_088,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_025,购买旅行保险,low_recent_concentration,0,high_freq_negative_089,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_049,申请贷款试算,long_term_high_frequency,0,high_freq_negative_090,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_192,开通快捷支付,low_count_high_lift,0,high_freq_negative_091,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_204,查询汇率牌价,low_recent_concentration,0,high_freq_negative_092,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_024,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_093,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_132,上传收入证明,low_count_high_lift,0,high_freq_negative_094,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_216,上传收入证明,low_recent_concentration,0,high_freq_negative_095,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_173,申请贷款试算,long_term_high_frequency,0,high_freq_negative_096,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_196,申请贷款试算,low_count_high_lift,0,high_freq_negative_097,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_146,查询汇率牌价,low_recent_concentration,0,high_freq_negative_098,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_121,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_099,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_160,修改转账限额,low_count_high_lift,0,high_freq_negative_100,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_009,查询汇率牌价,low_recent_concentration,0,high_freq_negative_101,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_029,上传收入证明,long_term_high_frequency,0,high_freq_negative_102,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_170,申请贷款试算,low_count_high_lift,0,high_freq_negative_103,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_181,申请贷款试算,low_recent_concentration,0,high_freq_negative_104,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_065,查询汇率牌价,long_term_high_frequency,0,high_freq_negative_105,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_197,查询汇率牌价,low_count_high_lift,0,high_freq_negative_106,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_166,修改转账限额,low_recent_concentration,0,high_freq_negative_107,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_178,申请贷款试算,long_term_high_frequency,0,high_freq_negative_108,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_006,上传收入证明,low_count_high_lift,0,high_freq_negative_109,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_142,开通快捷支付,low_recent_concentration,0,high_freq_negative_110,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_107,修改转账限额,long_term_high_frequency,0,high_freq_negative_111,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_214,申请贷款试算,low_count_high_lift,0,high_freq_negative_112,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_139,购买旅行保险,low_recent_concentration,0,high_freq_negative_113,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_219,修改转账限额,long_term_high_frequency,0,high_freq_negative_114,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_056,申请贷款试算,low_count_high_lift,0,high_freq_negative_115,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_200,上传收入证明,low_recent_concentration,0,high_freq_negative_116,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
user_109,购买旅行保险,long_term_high_frequency,0,high_freq_negative_117,0.674699,4,13,5.928571,0.307692,should_not_be_high_frequency
user_191,上传收入证明,low_count_high_lift,0,high_freq_negative_118,0.0,2,2,4.0,1.0,should_not_be_high_frequency
user_213,查询汇率牌价,low_recent_concentration,0,high_freq_negative_119,0.0,4,14,8.0,0.285714,should_not_be_high_frequency
