user_id,action_name,negative_type,positive_label,pattern_id,reason
user_070,短信验证,only_two_occurrences,0,periodic_negative_000,should_not_be_periodic
user_020,风险评估,short_burst,0,periodic_negative_001,should_not_be_periodic
user_066,短信验证,irregular_interval,0,periodic_negative_002,should_not_be_periodic
user_053,工资转账,single_natural_cycle,0,periodic_negative_003,should_not_be_periodic
user_221,查看黄金行情,frequent_without_stable_interval,0,periodic_negative_004,should_not_be_periodic
user_042,查看黄金行情,only_two_occurrences,0,periodic_negative_005,should_not_be_periodic
user_046,预约网点取号,short_burst,0,periodic_negative_006,should_not_be_periodic
user_093,信用卡账单,irregular_interval,0,periodic_negative_007,should_not_be_periodic
user_212,预约网点取号,single_natural_cycle,0,periodic_negative_008,should_not_be_periodic
user_205,工资转账,frequent_without_stable_interval,0,periodic_negative_009,should_not_be_periodic
user_104,查看黄金行情,only_two_occurrences,0,periodic_negative_010,should_not_be_periodic
user_092,预约网点取号,short_burst,0,periodic_negative_011,should_not_be_periodic
user_202,查账户明细,irregular_interval,0,periodic_negative_012,should_not_be_periodic
user_195,查看黄金行情,single_natural_cycle,0,periodic_negative_013,should_not_be_periodic
user_086,基金定投,frequent_without_stable_interval,0,periodic_negative_014,should_not_be_periodic
user_125,添加银行卡,only_two_occurrences,0,periodic_negative_015,should_not_be_periodic
user_179,查看基金净值,short_burst,0,periodic_negative_016,should_not_be_periodic
user_018,还信用卡,irregular_interval,0,periodic_negative_017,should_not_be_periodic
user_149,短信验证,single_natural_cycle,0,periodic_negative_018,should_not_be_periodic
user_034,还信用卡,frequent_without_stable_interval,0,periodic_negative_019,should_not_be_periodic
user_203,给朋友转账,only_two_occurrences,0,periodic_negative_020,should_not_be_periodic
user_227,查余额,short_burst,0,periodic_negative_021,should_not_be_periodic
user_010,查银行卡,irregular_interval,0,periodic_negative_022,should_not_be_periodic
user_220,给朋友转账,single_natural_cycle,0,periodic_negative_023,should_not_be_periodic
user_036,银行卡管理,frequent_without_stable_interval,0,periodic_negative_024,should_not_be_periodic
user_193,给朋友转账,only_two_occurrences,0,periodic_negative_025,should_not_be_periodic
user_237,还信用卡,short_burst,0,periodic_negative_026,should_not_be_periodic
user_077,银行卡管理,irregular_interval,0,periodic_negative_027,should_not_be_periodic
user_098,查账单,single_natural_cycle,0,periodic_negative_028,should_not_be_periodic
user_137,查余额,frequent_without_stable_interval,0,periodic_negative_029,should_not_be_periodic
user_222,添加银行卡,only_two_occurrences,0,periodic_negative_030,should_not_be_periodic
user_188,给朋友转账,short_burst,0,periodic_negative_031,should_not_be_periodic
user_217,还信用卡,irregular_interval,0,periodic_negative_032,should_not_be_periodic
user_168,快捷支付,single_natural_cycle,0,periodic_negative_033,should_not_be_periodic
user_032,查还款结果,frequent_without_stable_interval,0,periodic_negative_034,should_not_be_periodic
user_172,查看理财产品,only_two_occurrences,0,periodic_negative_035,should_not_be_periodic
user_115,添加银行卡,short_burst,0,periodic_negative_036,should_not_be_periodic
user_068,查银行卡,irregular_interval,0,periodic_negative_037,should_not_be_periodic
user_047,查看黄金行情,single_natural_cycle,0,periodic_negative_038,should_not_be_periodic
user_096,查交易结果,frequent_without_stable_interval,0,periodic_negative_039,should_not_be_periodic
user_008,工资转账,only_two_occurrences,0,periodic_negative_040,should_not_be_periodic
user_067,买黄金,short_burst,0,periodic_negative_041,should_not_be_periodic
user_208,查看基金净值,irregular_interval,0,periodic_negative_042,should_not_be_periodic
user_057,查看基金净值,single_natural_cycle,0,periodic_negative_043,should_not_be_periodic
user_126,查看基金净值,frequent_without_stable_interval,0,periodic_negative_044,should_not_be_periodic
user_128,风险评估,only_two_occurrences,0,periodic_negative_045,should_not_be_periodic
user_051,查看基金净值,short_burst,0,periodic_negative_046,should_not_be_periodic
user_073,给朋友转账,irregular_interval,0,periodic_negative_047,should_not_be_periodic
user_174,查银行卡,single_natural_cycle,0,periodic_negative_048,should_not_be_periodic
user_148,查余额,frequent_without_stable_interval,0,periodic_negative_049,should_not_be_periodic
user_111,查看黄金行情,only_two_occurrences,0,periodic_negative_050,should_not_be_periodic
user_069,添加银行卡,short_burst,0,periodic_negative_051,should_not_be_periodic
user_165,查余额,irregular_interval,0,periodic_negative_052,should_not_be_periodic
user_084,查交易明细,single_natural_cycle,0,periodic_negative_053,should_not_be_periodic
user_131,快捷支付,frequent_without_stable_interval,0,periodic_negative_054,should_not_be_periodic
user_127,银行卡管理,only_two_occurrences,0,periodic_negative_055,should_not_be_periodic
user_134,风险评估,short_burst,0,periodic_negative_056,should_not_be_periodic
user_001,添加银行卡,irregular_interval,0,periodic_negative_057,should_not_be_periodic
user_143,查看黄金行情,single_natural_cycle,0,periodic_negative_058,should_not_be_periodic
user_183,查看理财产品,frequent_without_stable_interval,0,periodic_negative_059,should_not_be_periodic
user_089,结构性存款,only_two_occurrences,0,periodic_negative_060,should_not_be_periodic
user_012,买黄金,short_burst,0,periodic_negative_061,should_not_be_periodic
user_030,查看基金净值,irregular_interval,0,periodic_negative_062,should_not_be_periodic
user_055,快捷支付,single_natural_cycle,0,periodic_negative_063,should_not_be_periodic
user_153,快捷支付,frequent_without_stable_interval,0,periodic_negative_064,should_not_be_periodic
user_054,添加银行卡,only_two_occurrences,0,periodic_negative_065,should_not_be_periodic
user_016,添加银行卡,short_burst,0,periodic_negative_066,should_not_be_periodic
user_025,查账户明细,irregular_interval,0,periodic_negative_067,should_not_be_periodic
user_209,查银行卡,single_natural_cycle,0,periodic_negative_068,should_not_be_periodic
user_038,跨行转入,frequent_without_stable_interval,0,periodic_negative_069,should_not_be_periodic
user_049,风险评估,only_two_occurrences,0,periodic_negative_070,should_not_be_periodic
user_074,查余额,short_burst,0,periodic_negative_071,should_not_be_periodic
user_106,收款码,irregular_interval,0,periodic_negative_072,should_not_be_periodic
user_192,给朋友转账,single_natural_cycle,0,periodic_negative_073,should_not_be_periodic
user_091,查账单,frequent_without_stable_interval,0,periodic_negative_074,should_not_be_periodic
user_185,快捷支付,only_two_occurrences,0,periodic_negative_075,should_not_be_periodic
user_204,基金定投,short_burst,0,periodic_negative_076,should_not_be_periodic
user_108,查银行卡,irregular_interval,0,periodic_negative_077,should_not_be_periodic
user_063,还信用卡,single_natural_cycle,0,periodic_negative_078,should_not_be_periodic
user_024,还信用卡,frequent_without_stable_interval,0,periodic_negative_079,should_not_be_periodic
user_005,信用卡账单,only_two_occurrences,0,periodic_negative_080,should_not_be_periodic
user_027,结构性存款,short_burst,0,periodic_negative_081,should_not_be_periodic
user_132,买黄金,irregular_interval,0,periodic_negative_082,should_not_be_periodic
user_136,跨行转入,single_natural_cycle,0,periodic_negative_083,should_not_be_periodic
user_094,快捷支付,frequent_without_stable_interval,0,periodic_negative_084,should_not_be_periodic
user_216,收款码,only_two_occurrences,0,periodic_negative_085,should_not_be_periodic
user_052,基金定投,short_burst,0,periodic_negative_086,should_not_be_periodic
user_177,快捷支付,irregular_interval,0,periodic_negative_087,should_not_be_periodic
user_173,短信验证,single_natural_cycle,0,periodic_negative_088,should_not_be_periodic
user_023,添加银行卡,frequent_without_stable_interval,0,periodic_negative_089,should_not_be_periodic
user_162,预约网点取号,only_two_occurrences,0,periodic_negative_090,should_not_be_periodic
user_196,查还款结果,short_burst,0,periodic_negative_091,should_not_be_periodic
user_011,基金定投,irregular_interval,0,periodic_negative_092,should_not_be_periodic
user_159,添加银行卡,single_natural_cycle,0,periodic_negative_093,should_not_be_periodic
user_146,工资转账,frequent_without_stable_interval,0,periodic_negative_094,should_not_be_periodic
user_231,查余额,only_two_occurrences,0,periodic_negative_095,should_not_be_periodic
user_155,查看基金净值,short_burst,0,periodic_negative_096,should_not_be_periodic
user_121,购买理财,irregular_interval,0,periodic_negative_097,should_not_be_periodic
user_021,查银行卡,single_natural_cycle,0,periodic_negative_098,should_not_be_periodic
user_087,给朋友转账,frequent_without_stable_interval,0,periodic_negative_099,should_not_be_periodic
user_160,查看黄金行情,only_two_occurrences,0,periodic_negative_100,should_not_be_periodic
user_082,快捷支付,short_burst,0,periodic_negative_101,should_not_be_periodic
user_228,预约网点取号,irregular_interval,0,periodic_negative_102,should_not_be_periodic
user_009,跨行转入,single_natural_cycle,0,periodic_negative_103,should_not_be_periodic
user_180,快捷支付,frequent_without_stable_interval,0,periodic_negative_104,should_not_be_periodic
user_163,短信验证,only_two_occurrences,0,periodic_negative_105,should_not_be_periodic
user_029,查余额,short_burst,0,periodic_negative_106,should_not_be_periodic
user_088,工资转账,irregular_interval,0,periodic_negative_107,should_not_be_periodic
user_112,还信用卡,single_natural_cycle,0,periodic_negative_108,should_not_be_periodic
user_170,查还款结果,frequent_without_stable_interval,0,periodic_negative_109,should_not_be_periodic
user_041,添加银行卡,only_two_occurrences,0,periodic_negative_110,should_not_be_periodic
user_210,查账户明细,short_burst,0,periodic_negative_111,should_not_be_periodic
user_181,信用卡账单,irregular_interval,0,periodic_negative_112,should_not_be_periodic
user_198,查交易结果,single_natural_cycle,0,periodic_negative_113,should_not_be_periodic
user_234,信用卡账单,frequent_without_stable_interval,0,periodic_negative_114,should_not_be_periodic
user_065,风险评估,only_two_occurrences,0,periodic_negative_115,should_not_be_periodic
user_215,预约网点取号,short_burst,0,periodic_negative_116,should_not_be_periodic
user_004,查看黄金行情,irregular_interval,0,periodic_negative_117,should_not_be_periodic
user_197,买黄金,single_natural_cycle,0,periodic_negative_118,should_not_be_periodic
user_224,风险评估,frequent_without_stable_interval,0,periodic_negative_119,should_not_be_periodic
user_154,跨行转入,only_two_occurrences,0,periodic_negative_120,should_not_be_periodic
user_166,购买理财,short_burst,0,periodic_negative_121,should_not_be_periodic
user_060,快捷支付,irregular_interval,0,periodic_negative_122,should_not_be_periodic
user_058,跨行转入,single_natural_cycle,0,periodic_negative_123,should_not_be_periodic
user_178,工资转账,frequent_without_stable_interval,0,periodic_negative_124,should_not_be_periodic
user_100,购买理财,only_two_occurrences,0,periodic_negative_125,should_not_be_periodic
user_033,查看基金净值,short_burst,0,periodic_negative_126,should_not_be_periodic
user_006,短信验证,irregular_interval,0,periodic_negative_127,should_not_be_periodic
user_037,工资转账,single_natural_cycle,0,periodic_negative_128,should_not_be_periodic
user_171,还信用卡,frequent_without_stable_interval,0,periodic_negative_129,should_not_be_periodic
user_142,给朋友转账,only_two_occurrences,0,periodic_negative_130,should_not_be_periodic
user_078,查看基金净值,short_burst,0,periodic_negative_131,should_not_be_periodic
user_002,基金定投,irregular_interval,0,periodic_negative_132,should_not_be_periodic
user_107,还信用卡,single_natural_cycle,0,periodic_negative_133,should_not_be_periodic
user_003,风险评估,frequent_without_stable_interval,0,periodic_negative_134,should_not_be_periodic
user_130,查余额,only_two_occurrences,0,periodic_negative_135,should_not_be_periodic
user_214,信用卡账单,short_burst,0,periodic_negative_136,should_not_be_periodic
user_119,跨行转入,irregular_interval,0,periodic_negative_137,should_not_be_periodic
user_233,查看黄金行情,single_natural_cycle,0,periodic_negative_138,should_not_be_periodic
user_139,银行卡管理,frequent_without_stable_interval,0,periodic_negative_139,should_not_be_periodic
user_156,工资转账,only_two_occurrences,0,periodic_negative_140,should_not_be_periodic
user_167,跨行转入,short_burst,0,periodic_negative_141,should_not_be_periodic
user_219,购买理财,irregular_interval,0,periodic_negative_142,should_not_be_periodic
user_151,风险评估,single_natural_cycle,0,periodic_negative_143,should_not_be_periodic
user_080,购买理财,frequent_without_stable_interval,0,periodic_negative_144,should_not_be_periodic
user_056,购买理财,only_two_occurrences,0,periodic_negative_145,should_not_be_periodic
user_117,查看理财产品,short_burst,0,periodic_negative_146,should_not_be_periodic
user_014,查交易结果,irregular_interval,0,periodic_negative_147,should_not_be_periodic
user_200,预约网点取号,single_natural_cycle,0,periodic_negative_148,should_not_be_periodic
user_194,基金定投,frequent_without_stable_interval,0,periodic_negative_149,should_not_be_periodic
user_120,查看黄金行情,only_two_occurrences,0,periodic_negative_150,should_not_be_periodic
user_109,查看黄金行情,short_burst,0,periodic_negative_151,should_not_be_periodic
user_164,跨行转入,irregular_interval,0,periodic_negative_152,should_not_be_periodic
user_186,查余额,single_natural_cycle,0,periodic_negative_153,should_not_be_periodic
user_191,查交易明细,frequent_without_stable_interval,0,periodic_negative_154,should_not_be_periodic
user_095,查还款结果,only_two_occurrences,0,periodic_negative_155,should_not_be_periodic
user_050,信用卡账单,short_burst,0,periodic_negative_156,should_not_be_periodic
user_213,购买理财,irregular_interval,0,periodic_negative_157,should_not_be_periodic
user_040,查余额,single_natural_cycle,0,periodic_negative_158,should_not_be_periodic
user_022,基金定投,frequent_without_stable_interval,0,periodic_negative_159,should_not_be_periodic
user_150,还信用卡,only_two_occurrences,0,periodic_negative_160,should_not_be_periodic
user_235,银行卡管理,short_burst,0,periodic_negative_161,should_not_be_periodic
user_081,购买理财,irregular_interval,0,periodic_negative_162,should_not_be_periodic
user_099,查看理财产品,single_natural_cycle,0,periodic_negative_163,should_not_be_periodic
user_135,信用卡账单,frequent_without_stable_interval,0,periodic_negative_164,should_not_be_periodic
user_184,预约网点取号,only_two_occurrences,0,periodic_negative_165,should_not_be_periodic
user_147,买黄金,short_burst,0,periodic_negative_166,should_not_be_periodic
user_083,基金定投,irregular_interval,0,periodic_negative_167,should_not_be_periodic
user_238,查余额,single_natural_cycle,0,periodic_negative_168,should_not_be_periodic
user_225,还信用卡,frequent_without_stable_interval,0,periodic_negative_169,should_not_be_periodic
user_113,收款码,only_two_occurrences,0,periodic_negative_170,should_not_be_periodic
user_123,查交易明细,short_burst,0,periodic_negative_171,should_not_be_periodic
user_230,查银行卡,irregular_interval,0,periodic_negative_172,should_not_be_periodic
user_007,快捷支付,single_natural_cycle,0,periodic_negative_173,should_not_be_periodic
user_182,查交易结果,frequent_without_stable_interval,0,periodic_negative_174,should_not_be_periodic
user_201,查看黄金行情,only_two_occurrences,0,periodic_negative_175,should_not_be_periodic
user_015,基金定投,short_burst,0,periodic_negative_176,should_not_be_periodic
user_105,收款码,irregular_interval,0,periodic_negative_177,should_not_be_periodic
user_218,查账单,single_natural_cycle,0,periodic_negative_178,should_not_be_periodic
user_071,跨行转入,frequent_without_stable_interval,0,periodic_negative_179,should_not_be_periodic
