user_id,action_name,recent_count,time_window,positive_label,pattern_id,baseline_count,count_7d,count_30d,lift,recent_concentration,reason
user_000447,大样本近期高频_0199,8,last_7_days,1,large_high_freq_0199,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001934,大样本近期高频_0200,4,last_7_days,1,large_high_freq_0200,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000890,大样本近期高频_0201,5,last_7_days,1,large_high_freq_0201,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001918,大样本近期高频_0202,6,last_7_days,1,large_high_freq_0202,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000708,大样本近期高频_0203,7,last_7_days,1,large_high_freq_0203,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001816,大样本近期高频_0204,8,last_7_days,1,large_high_freq_0204,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001360,大样本近期高频_0205,4,last_7_days,1,large_high_freq_0205,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001603,大样本近期高频_0206,5,last_7_days,1,large_high_freq_0206,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000051,大样本近期高频_0207,6,last_7_days,1,large_high_freq_0207,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000594,大样本近期高频_0208,7,last_7_days,1,large_high_freq_0208,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000844,大样本近期高频_0209,8,last_7_days,1,large_high_freq_0209,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000166,大样本近期高频_0210,4,last_7_days,1,large_high_freq_0210,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001405,大样本近期高频_0211,5,last_7_days,1,large_high_freq_0211,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000226,大样本近期高频_0212,6,last_7_days,1,large_high_freq_0212,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001671,大样本近期高频_0213,7,last_7_days,1,large_high_freq_0213,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001334,大样本近期高频_0214,8,last_7_days,1,large_high_freq_0214,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000659,大样本近期高频_0215,4,last_7_days,1,large_high_freq_0215,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001864,大样本近期高频_0216,5,last_7_days,1,large_high_freq_0216,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001627,大样本近期高频_0217,6,last_7_days,1,large_high_freq_0217,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001310,大样本近期高频_0218,7,last_7_days,1,large_high_freq_0218,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001908,大样本近期高频_0219,8,last_7_days,1,large_high_freq_0219,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000105,大样本近期高频_0220,4,last_7_days,1,large_high_freq_0220,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000182,大样本近期高频_0221,5,last_7_days,1,large_high_freq_0221,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001973,大样本近期高频_0222,6,last_7_days,1,large_high_freq_0222,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000609,大样本近期高频_0223,7,last_7_days,1,large_high_freq_0223,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000911,大样本近期高频_0224,8,last_7_days,1,large_high_freq_0224,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000170,大样本近期高频_0225,4,last_7_days,1,large_high_freq_0225,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001216,大样本近期高频_0226,5,last_7_days,1,large_high_freq_0226,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001573,大样本近期高频_0227,6,last_7_days,1,large_high_freq_0227,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000610,大样本近期高频_0228,7,last_7_days,1,large_high_freq_0228,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001738,大样本近期高频_0229,8,last_7_days,1,large_high_freq_0229,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001479,大样本近期高频_0230,4,last_7_days,1,large_high_freq_0230,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001984,大样本近期高频_0231,5,last_7_days,1,large_high_freq_0231,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001659,大样本近期高频_0232,6,last_7_days,1,large_high_freq_0232,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001976,大样本近期高频_0233,7,last_7_days,1,large_high_freq_0233,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000505,大样本近期高频_0234,8,last_7_days,1,large_high_freq_0234,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001242,大样本近期高频_0235,4,last_7_days,1,large_high_freq_0235,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000311,大样本近期高频_0236,5,last_7_days,1,large_high_freq_0236,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000257,大样本近期高频_0237,6,last_7_days,1,large_high_freq_0237,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000513,大样本近期高频_0238,7,last_7_days,1,large_high_freq_0238,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001507,大样本近期高频_0239,8,last_7_days,1,large_high_freq_0239,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001240,大样本近期高频_0240,4,last_7_days,1,large_high_freq_0240,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000923,大样本近期高频_0241,5,last_7_days,1,large_high_freq_0241,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001063,大样本近期高频_0242,6,last_7_days,1,large_high_freq_0242,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000934,大样本近期高频_0243,7,last_7_days,1,large_high_freq_0243,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001155,大样本近期高频_0244,8,last_7_days,1,large_high_freq_0244,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000845,大样本近期高频_0245,4,last_7_days,1,large_high_freq_0245,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001167,大样本近期高频_0246,5,last_7_days,1,large_high_freq_0246,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001160,大样本近期高频_0247,6,last_7_days,1,large_high_freq_0247,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001384,大样本近期高频_0248,7,last_7_days,1,large_high_freq_0248,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001294,大样本近期高频_0249,8,last_7_days,1,large_high_freq_0249,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000647,大样本近期高频_0250,4,last_7_days,1,large_high_freq_0250,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001715,大样本近期高频_0251,5,last_7_days,1,large_high_freq_0251,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000118,大样本近期高频_0252,6,last_7_days,1,large_high_freq_0252,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001392,大样本近期高频_0253,7,last_7_days,1,large_high_freq_0253,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000674,大样本近期高频_0254,8,last_7_days,1,large_high_freq_0254,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000403,大样本近期高频_0255,4,last_7_days,1,large_high_freq_0255,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001511,大样本近期高频_0256,5,last_7_days,1,large_high_freq_0256,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001666,大样本近期高频_0257,6,last_7_days,1,large_high_freq_0257,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000522,大样本近期高频_0258,7,last_7_days,1,large_high_freq_0258,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001224,大样本近期高频_0259,8,last_7_days,1,large_high_freq_0259,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001358,大样本近期高频_0260,4,last_7_days,1,large_high_freq_0260,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000073,大样本近期高频_0261,5,last_7_days,1,large_high_freq_0261,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001381,大样本近期高频_0262,6,last_7_days,1,large_high_freq_0262,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001623,大样本近期高频_0263,7,last_7_days,1,large_high_freq_0263,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001742,大样本近期高频_0264,8,last_7_days,1,large_high_freq_0264,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001808,大样本近期高频_0265,4,last_7_days,1,large_high_freq_0265,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001486,大样本近期高频_0266,5,last_7_days,1,large_high_freq_0266,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000743,大样本近期高频_0267,6,last_7_days,1,large_high_freq_0267,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001889,大样本近期高频_0268,7,last_7_days,1,large_high_freq_0268,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000801,大样本近期高频_0269,8,last_7_days,1,large_high_freq_0269,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000540,大样本近期高频_0270,4,last_7_days,1,large_high_freq_0270,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001464,大样本近期高频_0271,5,last_7_days,1,large_high_freq_0271,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001201,大样本近期高频_0272,6,last_7_days,1,large_high_freq_0272,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001891,大样本近期高频_0273,7,last_7_days,1,large_high_freq_0273,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000448,大样本近期高频_0274,8,last_7_days,1,large_high_freq_0274,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001102,大样本近期高频_0275,4,last_7_days,1,large_high_freq_0275,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000551,大样本近期高频_0276,5,last_7_days,1,large_high_freq_0276,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000380,大样本近期高频_0277,6,last_7_days,1,large_high_freq_0277,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000216,大样本近期高频_0278,7,last_7_days,1,large_high_freq_0278,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000160,大样本近期高频_0279,8,last_7_days,1,large_high_freq_0279,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000958,大样本近期高频_0280,4,last_7_days,1,large_high_freq_0280,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000347,大样本近期高频_0281,5,last_7_days,1,large_high_freq_0281,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000954,大样本近期高频_0282,6,last_7_days,1,large_high_freq_0282,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000517,大样本近期高频_0283,7,last_7_days,1,large_high_freq_0283,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001644,大样本近期高频_0284,8,last_7_days,1,large_high_freq_0284,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001580,大样本近期高频_0285,4,last_7_days,1,large_high_freq_0285,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000108,大样本近期高频_0286,5,last_7_days,1,large_high_freq_0286,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001495,大样本近期高频_0287,6,last_7_days,1,large_high_freq_0287,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001113,大样本近期高频_0288,7,last_7_days,1,large_high_freq_0288,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000558,大样本近期高频_0289,8,last_7_days,1,large_high_freq_0289,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001130,大样本近期高频_0290,4,last_7_days,1,large_high_freq_0290,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001092,大样本近期高频_0291,5,last_7_days,1,large_high_freq_0291,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001972,大样本近期高频_0292,6,last_7_days,1,large_high_freq_0292,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001011,大样本近期高频_0293,7,last_7_days,1,large_high_freq_0293,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000924,大样本近期高频_0294,8,last_7_days,1,large_high_freq_0294,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000113,大样本近期高频_0295,4,last_7_days,1,large_high_freq_0295,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000075,大样本近期高频_0296,5,last_7_days,1,large_high_freq_0296,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000919,大样本近期高频_0297,6,last_7_days,1,large_high_freq_0297,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001259,大样本近期高频_0298,7,last_7_days,1,large_high_freq_0298,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001143,大样本近期高频_0299,8,last_7_days,1,large_high_freq_0299,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001451,大样本近期高频_0300,4,last_7_days,1,large_high_freq_0300,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000681,大样本近期高频_0301,5,last_7_days,1,large_high_freq_0301,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001286,大样本近期高频_0302,6,last_7_days,1,large_high_freq_0302,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001462,大样本近期高频_0303,7,last_7_days,1,large_high_freq_0303,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000854,大样本近期高频_0304,8,last_7_days,1,large_high_freq_0304,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001354,大样本近期高频_0305,4,last_7_days,1,large_high_freq_0305,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000238,大样本近期高频_0306,5,last_7_days,1,large_high_freq_0306,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001991,大样本近期高频_0307,6,last_7_days,1,large_high_freq_0307,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001933,大样本近期高频_0308,7,last_7_days,1,large_high_freq_0308,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001159,大样本近期高频_0309,8,last_7_days,1,large_high_freq_0309,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001883,大样本近期高频_0310,4,last_7_days,1,large_high_freq_0310,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001338,大样本近期高频_0311,5,last_7_days,1,large_high_freq_0311,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000235,大样本近期高频_0312,6,last_7_days,1,large_high_freq_0312,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000642,大样本近期高频_0313,7,last_7_days,1,large_high_freq_0313,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000600,大样本近期高频_0314,8,last_7_days,1,large_high_freq_0314,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001668,大样本近期高频_0315,4,last_7_days,1,large_high_freq_0315,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000545,大样本近期高频_0316,5,last_7_days,1,large_high_freq_0316,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000800,大样本近期高频_0317,6,last_7_days,1,large_high_freq_0317,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000989,大样本近期高频_0318,7,last_7_days,1,large_high_freq_0318,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000281,大样本近期高频_0319,8,last_7_days,1,large_high_freq_0319,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001010,大样本近期高频_0320,4,last_7_days,1,large_high_freq_0320,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000417,大样本近期高频_0321,5,last_7_days,1,large_high_freq_0321,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000154,大样本近期高频_0322,6,last_7_days,1,large_high_freq_0322,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000625,大样本近期高频_0323,7,last_7_days,1,large_high_freq_0323,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001615,大样本近期高频_0324,8,last_7_days,1,large_high_freq_0324,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000798,大样本近期高频_0325,4,last_7_days,1,large_high_freq_0325,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000471,大样本近期高频_0326,5,last_7_days,1,large_high_freq_0326,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001720,大样本近期高频_0327,6,last_7_days,1,large_high_freq_0327,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000885,大样本近期高频_0328,7,last_7_days,1,large_high_freq_0328,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000618,大样本近期高频_0329,8,last_7_days,1,large_high_freq_0329,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001604,大样本近期高频_0330,4,last_7_days,1,large_high_freq_0330,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001496,大样本近期高频_0331,5,last_7_days,1,large_high_freq_0331,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000860,大样本近期高频_0332,6,last_7_days,1,large_high_freq_0332,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001724,大样本近期高频_0333,7,last_7_days,1,large_high_freq_0333,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000392,大样本近期高频_0334,8,last_7_days,1,large_high_freq_0334,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001537,大样本近期高频_0335,4,last_7_days,1,large_high_freq_0335,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001257,大样本近期高频_0336,5,last_7_days,1,large_high_freq_0336,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001445,大样本近期高频_0337,6,last_7_days,1,large_high_freq_0337,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000882,大样本近期高频_0338,7,last_7_days,1,large_high_freq_0338,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000206,大样本近期高频_0339,8,last_7_days,1,large_high_freq_0339,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000812,大样本近期高频_0340,4,last_7_days,1,large_high_freq_0340,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000603,大样本近期高频_0341,5,last_7_days,1,large_high_freq_0341,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000588,大样本近期高频_0342,6,last_7_days,1,large_high_freq_0342,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000538,大样本近期高频_0343,7,last_7_days,1,large_high_freq_0343,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001880,大样本近期高频_0344,8,last_7_days,1,large_high_freq_0344,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000759,大样本近期高频_0345,4,last_7_days,1,large_high_freq_0345,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001947,大样本近期高频_0346,5,last_7_days,1,large_high_freq_0346,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000331,大样本近期高频_0347,6,last_7_days,1,large_high_freq_0347,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000969,大样本近期高频_0348,7,last_7_days,1,large_high_freq_0348,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001697,大样本近期高频_0349,8,last_7_days,1,large_high_freq_0349,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000190,大样本近期高频_0350,4,last_7_days,1,large_high_freq_0350,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000581,大样本近期高频_0351,5,last_7_days,1,large_high_freq_0351,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001341,大样本近期高频_0352,6,last_7_days,1,large_high_freq_0352,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000277,大样本近期高频_0353,7,last_7_days,1,large_high_freq_0353,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000464,大样本近期高频_0354,8,last_7_days,1,large_high_freq_0354,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001912,大样本近期高频_0355,4,last_7_days,1,large_high_freq_0355,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000575,大样本近期高频_0356,5,last_7_days,1,large_high_freq_0356,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001852,大样本近期高频_0357,6,last_7_days,1,large_high_freq_0357,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000818,大样本近期高频_0358,7,last_7_days,1,large_high_freq_0358,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000218,大样本近期高频_0359,8,last_7_days,1,large_high_freq_0359,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001120,大样本近期高频_0360,4,last_7_days,1,large_high_freq_0360,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000922,大样本近期高频_0361,5,last_7_days,1,large_high_freq_0361,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001965,大样本近期高频_0362,6,last_7_days,1,large_high_freq_0362,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001357,大样本近期高频_0363,7,last_7_days,1,large_high_freq_0363,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001021,大样本近期高频_0364,8,last_7_days,1,large_high_freq_0364,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000107,大样本近期高频_0365,4,last_7_days,1,large_high_freq_0365,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000643,大样本近期高频_0366,5,last_7_days,1,large_high_freq_0366,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000354,大样本近期高频_0367,6,last_7_days,1,large_high_freq_0367,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000666,大样本近期高频_0368,7,last_7_days,1,large_high_freq_0368,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000106,大样本近期高频_0369,8,last_7_days,1,large_high_freq_0369,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000867,大样本近期高频_0370,4,last_7_days,1,large_high_freq_0370,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000061,大样本近期高频_0371,5,last_7_days,1,large_high_freq_0371,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001436,大样本近期高频_0372,6,last_7_days,1,large_high_freq_0372,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001776,大样本近期高频_0373,7,last_7_days,1,large_high_freq_0373,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000509,大样本近期高频_0374,8,last_7_days,1,large_high_freq_0374,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000997,大样本近期高频_0375,4,last_7_days,1,large_high_freq_0375,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000001,大样本近期高频_0376,5,last_7_days,1,large_high_freq_0376,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000426,大样本近期高频_0377,6,last_7_days,1,large_high_freq_0377,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000180,大样本近期高频_0378,7,last_7_days,1,large_high_freq_0378,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001251,大样本近期高频_0379,8,last_7_days,1,large_high_freq_0379,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001261,大样本近期高频_0380,4,last_7_days,1,large_high_freq_0380,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001435,大样本近期高频_0381,5,last_7_days,1,large_high_freq_0381,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000457,大样本近期高频_0382,6,last_7_days,1,large_high_freq_0382,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000560,大样本近期高频_0383,7,last_7_days,1,large_high_freq_0383,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000770,大样本近期高频_0384,8,last_7_days,1,large_high_freq_0384,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001359,大样本近期高频_0385,4,last_7_days,1,large_high_freq_0385,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001716,大样本近期高频_0386,5,last_7_days,1,large_high_freq_0386,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000981,大样本近期高频_0387,6,last_7_days,1,large_high_freq_0387,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000432,大样本近期高频_0388,7,last_7_days,1,large_high_freq_0388,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000250,大样本近期高频_0389,8,last_7_days,1,large_high_freq_0389,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001510,大样本近期高频_0390,4,last_7_days,1,large_high_freq_0390,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000999,大样本近期高频_0391,5,last_7_days,1,large_high_freq_0391,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000626,大样本近期高频_0392,6,last_7_days,1,large_high_freq_0392,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001541,大样本近期高频_0393,7,last_7_days,1,large_high_freq_0393,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000306,大样本近期高频_0394,8,last_7_days,1,large_high_freq_0394,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000691,大样本近期高频_0395,4,last_7_days,1,large_high_freq_0395,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001227,大样本近期高频_0396,5,last_7_days,1,large_high_freq_0396,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000688,大样本近期高频_0397,6,last_7_days,1,large_high_freq_0397,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001568,大样本近期高频_0398,7,last_7_days,1,large_high_freq_0398,0.0,7,7,14.0,1.0,recent_frequency_increase
