user_id,action_name,recent_count,time_window,positive_label,pattern_id,baseline_count,count_7d,count_30d,lift,recent_concentration,reason
user_000645,大样本近期高频_0399,8,last_7_days,1,large_high_freq_0399,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001749,大样本近期高频_0400,4,last_7_days,1,large_high_freq_0400,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000458,大样本近期高频_0401,5,last_7_days,1,large_high_freq_0401,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001736,大样本近期高频_0402,6,last_7_days,1,large_high_freq_0402,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001218,大样本近期高频_0403,7,last_7_days,1,large_high_freq_0403,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001196,大样本近期高频_0404,8,last_7_days,1,large_high_freq_0404,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001378,大样本近期高频_0405,4,last_7_days,1,large_high_freq_0405,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001091,大样本近期高频_0406,5,last_7_days,1,large_high_freq_0406,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001361,大样本近期高频_0407,6,last_7_days,1,large_high_freq_0407,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000602,大样本近期高频_0408,7,last_7_days,1,large_high_freq_0408,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000016,大样本近期高频_0409,8,last_7_days,1,large_high_freq_0409,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001929,大样本近期高频_0410,4,last_7_days,1,large_high_freq_0410,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000187,大样本近期高频_0411,5,last_7_days,1,large_high_freq_0411,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000423,大样本近期高频_0412,6,last_7_days,1,large_high_freq_0412,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000749,大样本近期高频_0413,7,last_7_days,1,large_high_freq_0413,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001024,大样本近期高频_0414,8,last_7_days,1,large_high_freq_0414,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000733,大样本近期高频_0415,4,last_7_days,1,large_high_freq_0415,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001846,大样本近期高频_0416,5,last_7_days,1,large_high_freq_0416,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000607,大样本近期高频_0417,6,last_7_days,1,large_high_freq_0417,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001679,大样本近期高频_0418,7,last_7_days,1,large_high_freq_0418,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001053,大样本近期高频_0419,8,last_7_days,1,large_high_freq_0419,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001282,大样本近期高频_0420,4,last_7_days,1,large_high_freq_0420,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000832,大样本近期高频_0421,5,last_7_days,1,large_high_freq_0421,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001983,大样本近期高频_0422,6,last_7_days,1,large_high_freq_0422,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000876,大样本近期高频_0423,7,last_7_days,1,large_high_freq_0423,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000178,大样本近期高频_0424,8,last_7_days,1,large_high_freq_0424,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000140,大样本近期高频_0425,4,last_7_days,1,large_high_freq_0425,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000861,大样本近期高频_0426,5,last_7_days,1,large_high_freq_0426,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001650,大样本近期高频_0427,6,last_7_days,1,large_high_freq_0427,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000340,大样本近期高频_0428,7,last_7_days,1,large_high_freq_0428,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001387,大样本近期高频_0429,8,last_7_days,1,large_high_freq_0429,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000605,大样本近期高频_0430,4,last_7_days,1,large_high_freq_0430,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000988,大样本近期高频_0431,5,last_7_days,1,large_high_freq_0431,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001885,大样本近期高频_0432,6,last_7_days,1,large_high_freq_0432,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000806,大样本近期高频_0433,7,last_7_days,1,large_high_freq_0433,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001245,大样本近期高频_0434,8,last_7_days,1,large_high_freq_0434,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001579,大样本近期高频_0435,4,last_7_days,1,large_high_freq_0435,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000855,大样本近期高频_0436,5,last_7_days,1,large_high_freq_0436,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000866,大样本近期高频_0437,6,last_7_days,1,large_high_freq_0437,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001577,大样本近期高频_0438,7,last_7_days,1,large_high_freq_0438,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001480,大样本近期高频_0439,8,last_7_days,1,large_high_freq_0439,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000114,大样本近期高频_0440,4,last_7_days,1,large_high_freq_0440,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001863,大样本近期高频_0441,5,last_7_days,1,large_high_freq_0441,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000584,大样本近期高频_0442,6,last_7_days,1,large_high_freq_0442,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001211,大样本近期高频_0443,7,last_7_days,1,large_high_freq_0443,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001574,大样本近期高频_0444,8,last_7_days,1,large_high_freq_0444,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001131,大样本近期高频_0445,4,last_7_days,1,large_high_freq_0445,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001599,大样本近期高频_0446,5,last_7_days,1,large_high_freq_0446,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001967,大样本近期高频_0447,6,last_7_days,1,large_high_freq_0447,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000117,大样本近期高频_0448,7,last_7_days,1,large_high_freq_0448,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000751,大样本近期高频_0449,8,last_7_days,1,large_high_freq_0449,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000597,大样本近期高频_0450,4,last_7_days,1,large_high_freq_0450,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001996,大样本近期高频_0451,5,last_7_days,1,large_high_freq_0451,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000820,大样本近期高频_0452,6,last_7_days,1,large_high_freq_0452,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000440,大样本近期高频_0453,7,last_7_days,1,large_high_freq_0453,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000793,大样本近期高频_0454,8,last_7_days,1,large_high_freq_0454,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001696,大样本近期高频_0455,4,last_7_days,1,large_high_freq_0455,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001937,大样本近期高频_0456,5,last_7_days,1,large_high_freq_0456,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000317,大样本近期高频_0457,6,last_7_days,1,large_high_freq_0457,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001176,大样本近期高频_0458,7,last_7_days,1,large_high_freq_0458,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001373,大样本近期高频_0459,8,last_7_days,1,large_high_freq_0459,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001522,大样本近期高频_0460,4,last_7_days,1,large_high_freq_0460,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000846,大样本近期高频_0461,5,last_7_days,1,large_high_freq_0461,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001456,大样本近期高频_0462,6,last_7_days,1,large_high_freq_0462,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000267,大样本近期高频_0463,7,last_7_days,1,large_high_freq_0463,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001493,大样本近期高频_0464,8,last_7_days,1,large_high_freq_0464,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001326,大样本近期高频_0465,4,last_7_days,1,large_high_freq_0465,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001140,大样本近期高频_0466,5,last_7_days,1,large_high_freq_0466,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000515,大样本近期高频_0467,6,last_7_days,1,large_high_freq_0467,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000835,大样本近期高频_0468,7,last_7_days,1,large_high_freq_0468,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001784,大样本近期高频_0469,8,last_7_days,1,large_high_freq_0469,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001484,大样本近期高频_0470,4,last_7_days,1,large_high_freq_0470,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001948,大样本近期高频_0471,5,last_7_days,1,large_high_freq_0471,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001981,大样本近期高频_0472,6,last_7_days,1,large_high_freq_0472,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000297,大样本近期高频_0473,7,last_7_days,1,large_high_freq_0473,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001842,大样本近期高频_0474,8,last_7_days,1,large_high_freq_0474,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000332,大样本近期高频_0475,4,last_7_days,1,large_high_freq_0475,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000856,大样本近期高频_0476,5,last_7_days,1,large_high_freq_0476,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000013,大样本近期高频_0477,6,last_7_days,1,large_high_freq_0477,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001411,大样本近期高频_0478,7,last_7_days,1,large_high_freq_0478,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000858,大样本近期高频_0479,8,last_7_days,1,large_high_freq_0479,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000142,大样本近期高频_0480,4,last_7_days,1,large_high_freq_0480,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000079,大样本近期高频_0481,5,last_7_days,1,large_high_freq_0481,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000492,大样本近期高频_0482,6,last_7_days,1,large_high_freq_0482,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000401,大样本近期高频_0483,7,last_7_days,1,large_high_freq_0483,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001455,大样本近期高频_0484,8,last_7_days,1,large_high_freq_0484,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000313,大样本近期高频_0485,4,last_7_days,1,large_high_freq_0485,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001302,大样本近期高频_0486,5,last_7_days,1,large_high_freq_0486,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000131,大样本近期高频_0487,6,last_7_days,1,large_high_freq_0487,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000570,大样本近期高频_0488,7,last_7_days,1,large_high_freq_0488,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000486,大样本近期高频_0489,8,last_7_days,1,large_high_freq_0489,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000975,大样本近期高频_0490,4,last_7_days,1,large_high_freq_0490,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000564,大样本近期高频_0491,5,last_7_days,1,large_high_freq_0491,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001559,大样本近期高频_0492,6,last_7_days,1,large_high_freq_0492,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001343,大样本近期高频_0493,7,last_7_days,1,large_high_freq_0493,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000262,大样本近期高频_0494,8,last_7_days,1,large_high_freq_0494,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000582,大样本近期高频_0495,4,last_7_days,1,large_high_freq_0495,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000809,大样本近期高频_0496,5,last_7_days,1,large_high_freq_0496,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001930,大样本近期高频_0497,6,last_7_days,1,large_high_freq_0497,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001198,大样本近期高频_0498,7,last_7_days,1,large_high_freq_0498,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001805,大样本近期高频_0499,8,last_7_days,1,large_high_freq_0499,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000585,大样本近期高频_0500,4,last_7_days,1,large_high_freq_0500,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000375,大样本近期高频_0501,5,last_7_days,1,large_high_freq_0501,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001634,大样本近期高频_0502,6,last_7_days,1,large_high_freq_0502,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001119,大样本近期高频_0503,7,last_7_days,1,large_high_freq_0503,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000022,大样本近期高频_0504,8,last_7_days,1,large_high_freq_0504,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001570,大样本近期高频_0505,4,last_7_days,1,large_high_freq_0505,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001101,大样本近期高频_0506,5,last_7_days,1,large_high_freq_0506,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001874,大样本近期高频_0507,6,last_7_days,1,large_high_freq_0507,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001685,大样本近期高频_0508,7,last_7_days,1,large_high_freq_0508,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001524,大样本近期高频_0509,8,last_7_days,1,large_high_freq_0509,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000767,大样本近期高频_0510,4,last_7_days,1,large_high_freq_0510,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001173,大样本近期高频_0511,5,last_7_days,1,large_high_freq_0511,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000158,大样本近期高频_0512,6,last_7_days,1,large_high_freq_0512,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000533,大样本近期高频_0513,7,last_7_days,1,large_high_freq_0513,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000843,大样本近期高频_0514,8,last_7_days,1,large_high_freq_0514,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001555,大样本近期高频_0515,4,last_7_days,1,large_high_freq_0515,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000951,大样本近期高频_0516,5,last_7_days,1,large_high_freq_0516,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000878,大样本近期高频_0517,6,last_7_days,1,large_high_freq_0517,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001614,大样本近期高频_0518,7,last_7_days,1,large_high_freq_0518,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001395,大样本近期高频_0519,8,last_7_days,1,large_high_freq_0519,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001467,大样本近期高频_0520,4,last_7_days,1,large_high_freq_0520,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000721,大样本近期高频_0521,5,last_7_days,1,large_high_freq_0521,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001902,大样本近期高频_0522,6,last_7_days,1,large_high_freq_0522,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000103,大样本近期高频_0523,7,last_7_days,1,large_high_freq_0523,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001289,大样本近期高频_0524,8,last_7_days,1,large_high_freq_0524,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000943,大样本近期高频_0525,4,last_7_days,1,large_high_freq_0525,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000539,大样本近期高频_0526,5,last_7_days,1,large_high_freq_0526,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000371,大样本近期高频_0527,6,last_7_days,1,large_high_freq_0527,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000294,大样本近期高频_0528,7,last_7_days,1,large_high_freq_0528,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000121,大样本近期高频_0529,8,last_7_days,1,large_high_freq_0529,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000207,大样本近期高频_0530,4,last_7_days,1,large_high_freq_0530,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000864,大样本近期高频_0531,5,last_7_days,1,large_high_freq_0531,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001236,大样本近期高频_0532,6,last_7_days,1,large_high_freq_0532,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000301,大样本近期高频_0533,7,last_7_days,1,large_high_freq_0533,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000318,大样本近期高频_0534,8,last_7_days,1,large_high_freq_0534,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001844,大样本近期高频_0535,4,last_7_days,1,large_high_freq_0535,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001647,大样本近期高频_0536,5,last_7_days,1,large_high_freq_0536,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000234,大样本近期高频_0537,6,last_7_days,1,large_high_freq_0537,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001663,大样本近期高频_0538,7,last_7_days,1,large_high_freq_0538,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000038,大样本近期高频_0539,8,last_7_days,1,large_high_freq_0539,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000814,大样本近期高频_0540,4,last_7_days,1,large_high_freq_0540,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001850,大样本近期高频_0541,5,last_7_days,1,large_high_freq_0541,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000715,大样本近期高频_0542,6,last_7_days,1,large_high_freq_0542,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001263,大样本近期高频_0543,7,last_7_days,1,large_high_freq_0543,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000058,大样本近期高频_0544,8,last_7_days,1,large_high_freq_0544,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001352,大样本近期高频_0545,4,last_7_days,1,large_high_freq_0545,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001706,大样本近期高频_0546,5,last_7_days,1,large_high_freq_0546,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001328,大样本近期高频_0547,6,last_7_days,1,large_high_freq_0547,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001431,大样本近期高频_0548,7,last_7_days,1,large_high_freq_0548,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000871,大样本近期高频_0549,8,last_7_days,1,large_high_freq_0549,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000268,大样本近期高频_0550,4,last_7_days,1,large_high_freq_0550,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001421,大样本近期高频_0551,5,last_7_days,1,large_high_freq_0551,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000637,大样本近期高频_0552,6,last_7_days,1,large_high_freq_0552,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000862,大样本近期高频_0553,7,last_7_days,1,large_high_freq_0553,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001661,大样本近期高频_0554,8,last_7_days,1,large_high_freq_0554,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000680,大样本近期高频_0555,4,last_7_days,1,large_high_freq_0555,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000933,大样本近期高频_0556,5,last_7_days,1,large_high_freq_0556,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000529,大样本近期高频_0557,6,last_7_days,1,large_high_freq_0557,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001767,大样本近期高频_0558,7,last_7_days,1,large_high_freq_0558,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001820,大样本近期高频_0559,8,last_7_days,1,large_high_freq_0559,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001385,大样本近期高频_0560,4,last_7_days,1,large_high_freq_0560,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001949,大样本近期高频_0561,5,last_7_days,1,large_high_freq_0561,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000370,大样本近期高频_0562,6,last_7_days,1,large_high_freq_0562,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001997,大样本近期高频_0563,7,last_7_days,1,large_high_freq_0563,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000616,大样本近期高频_0564,8,last_7_days,1,large_high_freq_0564,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000928,大样本近期高频_0565,4,last_7_days,1,large_high_freq_0565,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001128,大样本近期高频_0566,5,last_7_days,1,large_high_freq_0566,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001169,大样本近期高频_0567,6,last_7_days,1,large_high_freq_0567,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000115,大样本近期高频_0568,7,last_7_days,1,large_high_freq_0568,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000768,大样本近期高频_0569,8,last_7_days,1,large_high_freq_0569,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000927,大样本近期高频_0570,4,last_7_days,1,large_high_freq_0570,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000120,大样本近期高频_0571,5,last_7_days,1,large_high_freq_0571,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001026,大样本近期高频_0572,6,last_7_days,1,large_high_freq_0572,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000847,大样本近期高频_0573,7,last_7_days,1,large_high_freq_0573,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001905,大样本近期高频_0574,8,last_7_days,1,large_high_freq_0574,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000966,大样本近期高频_0575,4,last_7_days,1,large_high_freq_0575,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001399,大样本近期高频_0576,5,last_7_days,1,large_high_freq_0576,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001044,大样本近期高频_0577,6,last_7_days,1,large_high_freq_0577,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001157,大样本近期高频_0578,7,last_7_days,1,large_high_freq_0578,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000081,大样本近期高频_0579,8,last_7_days,1,large_high_freq_0579,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001017,大样本近期高频_0580,4,last_7_days,1,large_high_freq_0580,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001230,大样本近期高频_0581,5,last_7_days,1,large_high_freq_0581,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001208,大样本近期高频_0582,6,last_7_days,1,large_high_freq_0582,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000102,大样本近期高频_0583,7,last_7_days,1,large_high_freq_0583,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000413,大样本近期高频_0584,8,last_7_days,1,large_high_freq_0584,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001677,大样本近期高频_0585,4,last_7_days,1,large_high_freq_0585,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001002,大样本近期高频_0586,5,last_7_days,1,large_high_freq_0586,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001571,大样本近期高频_0587,6,last_7_days,1,large_high_freq_0587,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001414,大样本近期高频_0588,7,last_7_days,1,large_high_freq_0588,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000156,大样本近期高频_0589,8,last_7_days,1,large_high_freq_0589,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001177,大样本近期高频_0590,4,last_7_days,1,large_high_freq_0590,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001013,大样本近期高频_0591,5,last_7_days,1,large_high_freq_0591,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000667,大样本近期高频_0592,6,last_7_days,1,large_high_freq_0592,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000302,大样本近期高频_0593,7,last_7_days,1,large_high_freq_0593,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001740,大样本近期高频_0594,8,last_7_days,1,large_high_freq_0594,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000553,大样本近期高频_0595,4,last_7_days,1,large_high_freq_0595,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001074,大样本近期高频_0596,5,last_7_days,1,large_high_freq_0596,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000717,大样本近期高频_0597,6,last_7_days,1,large_high_freq_0597,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000803,大样本近期高频_0598,7,last_7_days,1,large_high_freq_0598,0.0,7,7,14.0,1.0,recent_frequency_increase
